DocId,Namespace,Type,Member,browser,linux,osx,win
M:System.DirectoryServices.ActiveDirectory.TrustRelationshipInformationCollection.get_Item(System.Int32),System.DirectoryServices.ActiveDirectory,TrustRelationshipInformationCollection,get_Item(Int32),X,X,X,
M:System.DirectoryServices.ActiveDirectory.TrustRelationshipInformationCollection.IndexOf(System.DirectoryServices.ActiveDirectory.TrustRelationshipInformation),System.DirectoryServices.ActiveDirectory,TrustRelationshipInformationCollection,IndexOf(TrustRelationshipInformation),X,X,X,
M:System.DirectoryServices.Protocols.AddRequest.#ctor,System.DirectoryServices.Protocols,AddRequest,.ctor(),X,,,
"M:System.DirectoryServices.Protocols.AddRequest.#ctor(System.String,System.DirectoryServices.Protocols.DirectoryAttribute[])",System.DirectoryServices.Protocols,AddRequest,".ctor(String, DirectoryAttribute[])",X,,,
"M:System.DirectoryServices.Protocols.AddRequest.#ctor(System.String,System.String)",System.DirectoryServices.Protocols,AddRequest,".ctor(String, String)",X,,,
M:System.DirectoryServices.Protocols.AddRequest.get_Attributes,System.DirectoryServices.Protocols,AddRequest,get_Attributes(),X,,,
M:System.DirectoryServices.Protocols.AddRequest.get_DistinguishedName,System.DirectoryServices.Protocols,AddRequest,get_DistinguishedName(),X,,,
M:System.DirectoryServices.Protocols.AddRequest.set_DistinguishedName(System.String),System.DirectoryServices.Protocols,AddRequest,set_DistinguishedName(String),X,,,
M:System.DirectoryServices.Protocols.AsqRequestControl.#ctor,System.DirectoryServices.Protocols,AsqRequestControl,.ctor(),X,,,
M:System.DirectoryServices.Protocols.AsqRequestControl.#ctor(System.String),System.DirectoryServices.Protocols,AsqRequestControl,.ctor(String),X,,,
M:System.DirectoryServices.Protocols.AsqRequestControl.get_AttributeName,System.DirectoryServices.Protocols,AsqRequestControl,get_AttributeName(),X,,,
M:System.DirectoryServices.Protocols.AsqRequestControl.GetValue,System.DirectoryServices.Protocols,AsqRequestControl,GetValue(),X,,,
M:System.DirectoryServices.Protocols.AsqRequestControl.set_AttributeName(System.String),System.DirectoryServices.Protocols,AsqRequestControl,set_AttributeName(String),X,,,
M:System.DirectoryServices.Protocols.AsqResponseControl.get_Result,System.DirectoryServices.Protocols,AsqResponseControl,get_Result(),X,,,
M:System.DirectoryServices.Protocols.BerConversionException.#ctor,System.DirectoryServices.Protocols,BerConversionException,.ctor(),X,,,
"M:System.DirectoryServices.Protocols.BerConversionException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.Protocols,BerConversionException,".ctor(SerializationInfo, StreamingContext)",X,,,
M:System.DirectoryServices.Protocols.BerConversionException.#ctor(System.String),System.DirectoryServices.Protocols,BerConversionException,.ctor(String),X,,,
"M:System.DirectoryServices.Protocols.BerConversionException.#ctor(System.String,System.Exception)",System.DirectoryServices.Protocols,BerConversionException,".ctor(String, Exception)",X,,,
"M:System.DirectoryServices.Protocols.BerConverter.Decode(System.String,System.Byte[])",System.DirectoryServices.Protocols,BerConverter,"Decode(String, Byte[])",X,,,
"M:System.DirectoryServices.Protocols.BerConverter.Encode(System.String,System.Object[])",System.DirectoryServices.Protocols,BerConverter,"Encode(String, Object[])",X,,,
M:System.DirectoryServices.Protocols.CompareRequest.#ctor,System.DirectoryServices.Protocols,CompareRequest,.ctor(),X,,,
"M:System.DirectoryServices.Protocols.CompareRequest.#ctor(System.String,System.DirectoryServices.Protocols.DirectoryAttribute)",System.DirectoryServices.Protocols,CompareRequest,".ctor(String, DirectoryAttribute)",X,,,
"M:System.DirectoryServices.Protocols.CompareRequest.#ctor(System.String,System.String,System.Byte[])",System.DirectoryServices.Protocols,CompareRequest,".ctor(String, String, Byte[])",X,,,
"M:System.DirectoryServices.Protocols.CompareRequest.#ctor(System.String,System.String,System.String)",System.DirectoryServices.Protocols,CompareRequest,".ctor(String, String, String)",X,,,
"M:System.DirectoryServices.Protocols.CompareRequest.#ctor(System.String,System.String,System.Uri)",System.DirectoryServices.Protocols,CompareRequest,".ctor(String, String, Uri)",X,,,
M:System.DirectoryServices.Protocols.CompareRequest.get_Assertion,System.DirectoryServices.Protocols,CompareRequest,get_Assertion(),X,,,
M:System.DirectoryServices.Protocols.CompareRequest.get_DistinguishedName,System.DirectoryServices.Protocols,CompareRequest,get_DistinguishedName(),X,,,
M:System.DirectoryServices.Protocols.CompareRequest.set_DistinguishedName(System.String),System.DirectoryServices.Protocols,CompareRequest,set_DistinguishedName(String),X,,,
M:System.DirectoryServices.Protocols.CrossDomainMoveControl.#ctor,System.DirectoryServices.Protocols,CrossDomainMoveControl,.ctor(),X,,,
M:System.DirectoryServices.Protocols.CrossDomainMoveControl.#ctor(System.String),System.DirectoryServices.Protocols,CrossDomainMoveControl,.ctor(String),X,,,
M:System.DirectoryServices.Protocols.CrossDomainMoveControl.get_TargetDomainController,System.DirectoryServices.Protocols,CrossDomainMoveControl,get_TargetDomainController(),X,,,
M:System.DirectoryServices.Protocols.CrossDomainMoveControl.GetValue,System.DirectoryServices.Protocols,CrossDomainMoveControl,GetValue(),X,,,
M:System.DirectoryServices.Protocols.CrossDomainMoveControl.set_TargetDomainController(System.String),System.DirectoryServices.Protocols,CrossDomainMoveControl,set_TargetDomainController(String),X,,,
M:System.DirectoryServices.Protocols.DeleteRequest.#ctor,System.DirectoryServices.Protocols,DeleteRequest,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DeleteRequest.#ctor(System.String),System.DirectoryServices.Protocols,DeleteRequest,.ctor(String),X,,,
M:System.DirectoryServices.Protocols.DeleteRequest.get_DistinguishedName,System.DirectoryServices.Protocols,DeleteRequest,get_DistinguishedName(),X,,,
M:System.DirectoryServices.Protocols.DeleteRequest.set_DistinguishedName(System.String),System.DirectoryServices.Protocols,DeleteRequest,set_DistinguishedName(String),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.#ctor,System.DirectoryServices.Protocols,DirectoryAttribute,.ctor(),X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttribute.#ctor(System.String,System.Byte[])",System.DirectoryServices.Protocols,DirectoryAttribute,".ctor(String, Byte[])",X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttribute.#ctor(System.String,System.Object[])",System.DirectoryServices.Protocols,DirectoryAttribute,".ctor(String, Object[])",X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttribute.#ctor(System.String,System.String)",System.DirectoryServices.Protocols,DirectoryAttribute,".ctor(String, String)",X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttribute.#ctor(System.String,System.Uri)",System.DirectoryServices.Protocols,DirectoryAttribute,".ctor(String, Uri)",X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.Add(System.Byte[]),System.DirectoryServices.Protocols,DirectoryAttribute,Add(Byte[]),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.Add(System.String),System.DirectoryServices.Protocols,DirectoryAttribute,Add(String),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.Add(System.Uri),System.DirectoryServices.Protocols,DirectoryAttribute,Add(Uri),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.AddRange(System.Object[]),System.DirectoryServices.Protocols,DirectoryAttribute,AddRange(Object[]),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.Contains(System.Object),System.DirectoryServices.Protocols,DirectoryAttribute,Contains(Object),X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttribute.CopyTo(System.Object[],System.Int32)",System.DirectoryServices.Protocols,DirectoryAttribute,"CopyTo(Object[], Int32)",X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.get_Item(System.Int32),System.DirectoryServices.Protocols,DirectoryAttribute,get_Item(Int32),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.get_Name,System.DirectoryServices.Protocols,DirectoryAttribute,get_Name(),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.GetValues(System.Type),System.DirectoryServices.Protocols,DirectoryAttribute,GetValues(Type),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.IndexOf(System.Object),System.DirectoryServices.Protocols,DirectoryAttribute,IndexOf(Object),X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttribute.Insert(System.Int32,System.Byte[])",System.DirectoryServices.Protocols,DirectoryAttribute,"Insert(Int32, Byte[])",X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttribute.Insert(System.Int32,System.String)",System.DirectoryServices.Protocols,DirectoryAttribute,"Insert(Int32, String)",X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttribute.Insert(System.Int32,System.Uri)",System.DirectoryServices.Protocols,DirectoryAttribute,"Insert(Int32, Uri)",X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.OnValidate(System.Object),System.DirectoryServices.Protocols,DirectoryAttribute,OnValidate(Object),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.Remove(System.Object),System.DirectoryServices.Protocols,DirectoryAttribute,Remove(Object),X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttribute.set_Item(System.Int32,System.Object)",System.DirectoryServices.Protocols,DirectoryAttribute,"set_Item(Int32, Object)",X,,,
M:System.DirectoryServices.Protocols.DirectoryAttribute.set_Name(System.String),System.DirectoryServices.Protocols,DirectoryAttribute,set_Name(String),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.#ctor,System.DirectoryServices.Protocols,DirectoryAttributeCollection,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.Add(System.DirectoryServices.Protocols.DirectoryAttribute),System.DirectoryServices.Protocols,DirectoryAttributeCollection,Add(DirectoryAttribute),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.AddRange(System.DirectoryServices.Protocols.DirectoryAttribute[]),System.DirectoryServices.Protocols,DirectoryAttributeCollection,AddRange(DirectoryAttribute[]),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.AddRange(System.DirectoryServices.Protocols.DirectoryAttributeCollection),System.DirectoryServices.Protocols,DirectoryAttributeCollection,AddRange(DirectoryAttributeCollection),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.Contains(System.DirectoryServices.Protocols.DirectoryAttribute),System.DirectoryServices.Protocols,DirectoryAttributeCollection,Contains(DirectoryAttribute),X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.CopyTo(System.DirectoryServices.Protocols.DirectoryAttribute[],System.Int32)",System.DirectoryServices.Protocols,DirectoryAttributeCollection,"CopyTo(DirectoryAttribute[], Int32)",X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.get_Item(System.Int32),System.DirectoryServices.Protocols,DirectoryAttributeCollection,get_Item(Int32),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.IndexOf(System.DirectoryServices.Protocols.DirectoryAttribute),System.DirectoryServices.Protocols,DirectoryAttributeCollection,IndexOf(DirectoryAttribute),X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.Insert(System.Int32,System.DirectoryServices.Protocols.DirectoryAttribute)",System.DirectoryServices.Protocols,DirectoryAttributeCollection,"Insert(Int32, DirectoryAttribute)",X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.OnValidate(System.Object),System.DirectoryServices.Protocols,DirectoryAttributeCollection,OnValidate(Object),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.Remove(System.DirectoryServices.Protocols.DirectoryAttribute),System.DirectoryServices.Protocols,DirectoryAttributeCollection,Remove(DirectoryAttribute),X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttributeCollection.set_Item(System.Int32,System.DirectoryServices.Protocols.DirectoryAttribute)",System.DirectoryServices.Protocols,DirectoryAttributeCollection,"set_Item(Int32, DirectoryAttribute)",X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModification.#ctor,System.DirectoryServices.Protocols,DirectoryAttributeModification,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModification.get_Operation,System.DirectoryServices.Protocols,DirectoryAttributeModification,get_Operation(),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModification.set_Operation(System.DirectoryServices.Protocols.DirectoryAttributeOperation),System.DirectoryServices.Protocols,DirectoryAttributeModification,set_Operation(DirectoryAttributeOperation),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.#ctor,System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.Add(System.DirectoryServices.Protocols.DirectoryAttributeModification),System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,Add(DirectoryAttributeModification),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.AddRange(System.DirectoryServices.Protocols.DirectoryAttributeModification[]),System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,AddRange(DirectoryAttributeModification[]),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.AddRange(System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection),System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,AddRange(DirectoryAttributeModificationCollection),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.Contains(System.DirectoryServices.Protocols.DirectoryAttributeModification),System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,Contains(DirectoryAttributeModification),X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.CopyTo(System.DirectoryServices.Protocols.DirectoryAttributeModification[],System.Int32)",System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,"CopyTo(DirectoryAttributeModification[], Int32)",X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.get_Item(System.Int32),System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,get_Item(Int32),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.IndexOf(System.DirectoryServices.Protocols.DirectoryAttributeModification),System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,IndexOf(DirectoryAttributeModification),X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.Insert(System.Int32,System.DirectoryServices.Protocols.DirectoryAttributeModification)",System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,"Insert(Int32, DirectoryAttributeModification)",X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.OnValidate(System.Object),System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,OnValidate(Object),X,,,
M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.Remove(System.DirectoryServices.Protocols.DirectoryAttributeModification),System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,Remove(DirectoryAttributeModification),X,,,
"M:System.DirectoryServices.Protocols.DirectoryAttributeModificationCollection.set_Item(System.Int32,System.DirectoryServices.Protocols.DirectoryAttributeModification)",System.DirectoryServices.Protocols,DirectoryAttributeModificationCollection,"set_Item(Int32, DirectoryAttributeModification)",X,,,
M:System.DirectoryServices.Protocols.DirectoryConnection.#ctor,System.DirectoryServices.Protocols,DirectoryConnection,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DirectoryConnection.get_ClientCertificates,System.DirectoryServices.Protocols,DirectoryConnection,get_ClientCertificates(),X,,,
M:System.DirectoryServices.Protocols.DirectoryConnection.get_Directory,System.DirectoryServices.Protocols,DirectoryConnection,get_Directory(),X,,,
M:System.DirectoryServices.Protocols.DirectoryConnection.get_Timeout,System.DirectoryServices.Protocols,DirectoryConnection,get_Timeout(),X,,,
M:System.DirectoryServices.Protocols.DirectoryConnection.set_Credential(System.Net.NetworkCredential),System.DirectoryServices.Protocols,DirectoryConnection,set_Credential(NetworkCredential),X,,,
M:System.DirectoryServices.Protocols.DirectoryConnection.set_Timeout(System.TimeSpan),System.DirectoryServices.Protocols,DirectoryConnection,set_Timeout(TimeSpan),X,,,
"M:System.DirectoryServices.Protocols.DirectoryControl.#ctor(System.String,System.Byte[],System.Boolean,System.Boolean)",System.DirectoryServices.Protocols,DirectoryControl,".ctor(String, Byte[], Boolean, Boolean)",X,,,
M:System.DirectoryServices.Protocols.DirectoryControl.get_IsCritical,System.DirectoryServices.Protocols,DirectoryControl,get_IsCritical(),X,,,
M:System.DirectoryServices.Protocols.DirectoryControl.get_ServerSide,System.DirectoryServices.Protocols,DirectoryControl,get_ServerSide(),X,,,
M:System.DirectoryServices.Protocols.DirectoryControl.get_Type,System.DirectoryServices.Protocols,DirectoryControl,get_Type(),X,,,
M:System.DirectoryServices.Protocols.DirectoryControl.GetValue,System.DirectoryServices.Protocols,DirectoryControl,GetValue(),X,,,
M:System.DirectoryServices.Protocols.DirectoryControl.set_IsCritical(System.Boolean),System.DirectoryServices.Protocols,DirectoryControl,set_IsCritical(Boolean),X,,,
M:System.DirectoryServices.Protocols.DirectoryControl.set_ServerSide(System.Boolean),System.DirectoryServices.Protocols,DirectoryControl,set_ServerSide(Boolean),X,,,
M:System.DirectoryServices.Protocols.DirectoryControlCollection.#ctor,System.DirectoryServices.Protocols,DirectoryControlCollection,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DirectoryControlCollection.Add(System.DirectoryServices.Protocols.DirectoryControl),System.DirectoryServices.Protocols,DirectoryControlCollection,Add(DirectoryControl),X,,,
M:System.DirectoryServices.Protocols.DirectoryControlCollection.AddRange(System.DirectoryServices.Protocols.DirectoryControl[]),System.DirectoryServices.Protocols,DirectoryControlCollection,AddRange(DirectoryControl[]),X,,,
M:System.DirectoryServices.Protocols.DirectoryControlCollection.AddRange(System.DirectoryServices.Protocols.DirectoryControlCollection),System.DirectoryServices.Protocols,DirectoryControlCollection,AddRange(DirectoryControlCollection),X,,,
M:System.DirectoryServices.Protocols.DirectoryControlCollection.Contains(System.DirectoryServices.Protocols.DirectoryControl),System.DirectoryServices.Protocols,DirectoryControlCollection,Contains(DirectoryControl),X,,,
"M:System.DirectoryServices.Protocols.DirectoryControlCollection.CopyTo(System.DirectoryServices.Protocols.DirectoryControl[],System.Int32)",System.DirectoryServices.Protocols,DirectoryControlCollection,"CopyTo(DirectoryControl[], Int32)",X,,,
M:System.DirectoryServices.Protocols.DirectoryControlCollection.get_Item(System.Int32),System.DirectoryServices.Protocols,DirectoryControlCollection,get_Item(Int32),X,,,
M:System.DirectoryServices.Protocols.DirectoryControlCollection.IndexOf(System.DirectoryServices.Protocols.DirectoryControl),System.DirectoryServices.Protocols,DirectoryControlCollection,IndexOf(DirectoryControl),X,,,
"M:System.DirectoryServices.Protocols.DirectoryControlCollection.Insert(System.Int32,System.DirectoryServices.Protocols.DirectoryControl)",System.DirectoryServices.Protocols,DirectoryControlCollection,"Insert(Int32, DirectoryControl)",X,,,
M:System.DirectoryServices.Protocols.DirectoryControlCollection.OnValidate(System.Object),System.DirectoryServices.Protocols,DirectoryControlCollection,OnValidate(Object),X,,,
M:System.DirectoryServices.Protocols.DirectoryControlCollection.Remove(System.DirectoryServices.Protocols.DirectoryControl),System.DirectoryServices.Protocols,DirectoryControlCollection,Remove(DirectoryControl),X,,,
"M:System.DirectoryServices.Protocols.DirectoryControlCollection.set_Item(System.Int32,System.DirectoryServices.Protocols.DirectoryControl)",System.DirectoryServices.Protocols,DirectoryControlCollection,"set_Item(Int32, DirectoryControl)",X,,,
M:System.DirectoryServices.Protocols.DirectoryException.#ctor,System.DirectoryServices.Protocols,DirectoryException,.ctor(),X,,,
"M:System.DirectoryServices.Protocols.DirectoryException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.Protocols,DirectoryException,".ctor(SerializationInfo, StreamingContext)",X,,,
M:System.DirectoryServices.Protocols.DirectoryException.#ctor(System.String),System.DirectoryServices.Protocols,DirectoryException,.ctor(String),X,,,
"M:System.DirectoryServices.Protocols.DirectoryException.#ctor(System.String,System.Exception)",System.DirectoryServices.Protocols,DirectoryException,".ctor(String, Exception)",X,,,
M:System.DirectoryServices.Protocols.DirectoryIdentifier.#ctor,System.DirectoryServices.Protocols,DirectoryIdentifier,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DirectoryNotificationControl.#ctor,System.DirectoryServices.Protocols,DirectoryNotificationControl,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DirectoryOperation.#ctor,System.DirectoryServices.Protocols,DirectoryOperation,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DirectoryOperationException.#ctor,System.DirectoryServices.Protocols,DirectoryOperationException,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DirectoryOperationException.#ctor(System.DirectoryServices.Protocols.DirectoryResponse),System.DirectoryServices.Protocols,DirectoryOperationException,.ctor(DirectoryResponse),X,,,
"M:System.DirectoryServices.Protocols.DirectoryOperationException.#ctor(System.DirectoryServices.Protocols.DirectoryResponse,System.String)",System.DirectoryServices.Protocols,DirectoryOperationException,".ctor(DirectoryResponse, String)",X,,,
"M:System.DirectoryServices.Protocols.DirectoryOperationException.#ctor(System.DirectoryServices.Protocols.DirectoryResponse,System.String,System.Exception)",System.DirectoryServices.Protocols,DirectoryOperationException,".ctor(DirectoryResponse, String, Exception)",X,,,
"M:System.DirectoryServices.Protocols.DirectoryOperationException.#ctor(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.Protocols,DirectoryOperationException,".ctor(SerializationInfo, StreamingContext)",X,,,
M:System.DirectoryServices.Protocols.DirectoryOperationException.#ctor(System.String),System.DirectoryServices.Protocols,DirectoryOperationException,.ctor(String),X,,,
"M:System.DirectoryServices.Protocols.DirectoryOperationException.#ctor(System.String,System.Exception)",System.DirectoryServices.Protocols,DirectoryOperationException,".ctor(String, Exception)",X,,,
M:System.DirectoryServices.Protocols.DirectoryOperationException.get_Response,System.DirectoryServices.Protocols,DirectoryOperationException,get_Response(),X,,,
"M:System.DirectoryServices.Protocols.DirectoryOperationException.GetObjectData(System.Runtime.Serialization.SerializationInfo,System.Runtime.Serialization.StreamingContext)",System.DirectoryServices.Protocols,DirectoryOperationException,"GetObjectData(SerializationInfo, StreamingContext)",X,,,
M:System.DirectoryServices.Protocols.DirectoryRequest.get_Controls,System.DirectoryServices.Protocols,DirectoryRequest,get_Controls(),X,,,
M:System.DirectoryServices.Protocols.DirectoryRequest.get_RequestId,System.DirectoryServices.Protocols,DirectoryRequest,get_RequestId(),X,,,
M:System.DirectoryServices.Protocols.DirectoryRequest.set_RequestId(System.String),System.DirectoryServices.Protocols,DirectoryRequest,set_RequestId(String),X,,,
M:System.DirectoryServices.Protocols.DirectoryResponse.get_Controls,System.DirectoryServices.Protocols,DirectoryResponse,get_Controls(),X,,,
M:System.DirectoryServices.Protocols.DirectoryResponse.get_ErrorMessage,System.DirectoryServices.Protocols,DirectoryResponse,get_ErrorMessage(),X,,,
M:System.DirectoryServices.Protocols.DirectoryResponse.get_MatchedDN,System.DirectoryServices.Protocols,DirectoryResponse,get_MatchedDN(),X,,,
M:System.DirectoryServices.Protocols.DirectoryResponse.get_Referral,System.DirectoryServices.Protocols,DirectoryResponse,get_Referral(),X,,,
M:System.DirectoryServices.Protocols.DirectoryResponse.get_RequestId,System.DirectoryServices.Protocols,DirectoryResponse,get_RequestId(),X,,,
M:System.DirectoryServices.Protocols.DirectoryResponse.get_ResultCode,System.DirectoryServices.Protocols,DirectoryResponse,get_ResultCode(),X,,,
M:System.DirectoryServices.Protocols.DirSyncRequestControl.#ctor,System.DirectoryServices.Protocols,DirSyncRequestControl,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DirSyncRequestControl.#ctor(System.Byte[]),System.DirectoryServices.Protocols,DirSyncRequestControl,.ctor(Byte[]),X,,,
"M:System.DirectoryServices.Protocols.DirSyncRequestControl.#ctor(System.Byte[],System.DirectoryServices.Protocols.DirectorySynchronizationOptions)",System.DirectoryServices.Protocols,DirSyncRequestControl,".ctor(Byte[], DirectorySynchronizationOptions)",X,,,
"M:System.DirectoryServices.Protocols.DirSyncRequestControl.#ctor(System.Byte[],System.DirectoryServices.Protocols.DirectorySynchronizationOptions,System.Int32)",System.DirectoryServices.Protocols,DirSyncRequestControl,".ctor(Byte[], DirectorySynchronizationOptions, Int32)",X,,,
M:System.DirectoryServices.Protocols.DirSyncRequestControl.get_AttributeCount,System.DirectoryServices.Protocols,DirSyncRequestControl,get_AttributeCount(),X,,,
M:System.DirectoryServices.Protocols.DirSyncRequestControl.get_Cookie,System.DirectoryServices.Protocols,DirSyncRequestControl,get_Cookie(),X,,,
M:System.DirectoryServices.Protocols.DirSyncRequestControl.get_Option,System.DirectoryServices.Protocols,DirSyncRequestControl,get_Option(),X,,,
M:System.DirectoryServices.Protocols.DirSyncRequestControl.GetValue,System.DirectoryServices.Protocols,DirSyncRequestControl,GetValue(),X,,,
M:System.DirectoryServices.Protocols.DirSyncRequestControl.set_AttributeCount(System.Int32),System.DirectoryServices.Protocols,DirSyncRequestControl,set_AttributeCount(Int32),X,,,
M:System.DirectoryServices.Protocols.DirSyncRequestControl.set_Cookie(System.Byte[]),System.DirectoryServices.Protocols,DirSyncRequestControl,set_Cookie(Byte[]),X,,,
M:System.DirectoryServices.Protocols.DirSyncRequestControl.set_Option(System.DirectoryServices.Protocols.DirectorySynchronizationOptions),System.DirectoryServices.Protocols,DirSyncRequestControl,set_Option(DirectorySynchronizationOptions),X,,,
M:System.DirectoryServices.Protocols.DirSyncResponseControl.get_Cookie,System.DirectoryServices.Protocols,DirSyncResponseControl,get_Cookie(),X,,,
M:System.DirectoryServices.Protocols.DirSyncResponseControl.get_MoreData,System.DirectoryServices.Protocols,DirSyncResponseControl,get_MoreData(),X,,,
M:System.DirectoryServices.Protocols.DirSyncResponseControl.get_ResultSize,System.DirectoryServices.Protocols,DirSyncResponseControl,get_ResultSize(),X,,,
M:System.DirectoryServices.Protocols.DomainScopeControl.#ctor,System.DirectoryServices.Protocols,DomainScopeControl,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DsmlAuthRequest.#ctor,System.DirectoryServices.Protocols,DsmlAuthRequest,.ctor(),X,,,
M:System.DirectoryServices.Protocols.DsmlAuthRequest.#ctor(System.String),System.DirectoryServices.Protocols,DsmlAuthRequest,.ctor(String),X,,,
M:System.DirectoryServices.Protocols.DsmlAuthRequest.get_Principal,System.DirectoryServices.Protocols,DsmlAuthRequest,get_Principal(),X,,,
M:System.DirectoryServices.Protocols.DsmlAuthRequest.set_Principal(System.String),System.DirectoryServices.Protocols,DsmlAuthRequest,set_Principal(String),X,,,
M:System.DirectoryServices.Protocols.ExtendedDNControl.#ctor,System.DirectoryServices.Protocols,ExtendedDNControl,.ctor(),X,,,
M:System.DirectoryServices.Protocols.ExtendedDNControl.#ctor(System.DirectoryServices.Protocols.ExtendedDNFlag),System.DirectoryServices.Protocols,ExtendedDNControl,.ctor(ExtendedDNFlag),X,,,
M:System.DirectoryServices.Protocols.ExtendedDNControl.get_Flag,System.DirectoryServices.Protocols,ExtendedDNControl,get_Flag(),X,,,
M:System.DirectoryServices.Protocols.ExtendedDNControl.GetValue,System.DirectoryServices.Protocols,ExtendedDNControl,GetValue(),X,,,
M:System.DirectoryServices.Protocols.ExtendedDNControl.set_Flag(System.DirectoryServices.Protocols.ExtendedDNFlag),System.DirectoryServices.Protocols,ExtendedDNControl,set_Flag(ExtendedDNFlag),X,,,
M:System.DirectoryServices.Protocols.ExtendedRequest.#ctor,System.DirectoryServices.Protocols,ExtendedRequest,.ctor(),X,,,
M:System.DirectoryServices.Protocols.ExtendedRequest.#ctor(System.String),System.DirectoryServices.Protocols,ExtendedRequest,.ctor(String),X,,,
"M:System.DirectoryServices.Protocols.ExtendedRequest.#ctor(System.String,System.Byte[])",System.DirectoryServices.Protocols,ExtendedRequest,".ctor(String, Byte[])",X,,,
